"Name","Acronym","No. INSCRIP-TION","DATE DE RECONNAISSANCE","Contact person","Address","Website","Tel","Base country of org","Sector","Location","Ali's notes","NATIONALITE","No. DU MONITEUR","Notes"
"Service de Formation-Action pour le Developpement Economique et Social-Nord","SEFADES-NORD",,,"Lise Brutus","# 1, impasse, 18 noo, kiteyo, Cap-Haitien",,"431-1665","Haiti",,,,,,
"Solidarité Fanm pou la Vi Miyò","SOFALAM",,,"Calixte Marie Eliette","# 1, rue Cangé, Carrefour-Feuilles  "" Renouvellement 1 """,,"3476-4976","Haiti","Women's Programs",,,,,
"Federasyon Timoun ak Jèn kap Agi pou Byennèt ak Entegrasyon yo","FETJABEN",,,"Dely Elsie","# 1, rue Cangé, Carrefour-Feuilles (% CAFA)",,"778-5896","Haiti","Women's Programs",,,,,
"Groupe d'Appui à la Genesse Evolutioniste d'Haiti pour le Developpement","GAJEHD",,,"Dickenson Latouche","# 1, rue Glycine Fontamara 27",,"506-8436","Haiti","Children & Youth",,,,,
"Cercle des Jeunes pour l'Avancement du Sud'Est","CJAS",,,"Jean Baptiste Boston","# 10 bis route de Bainet zone de Blocosse",,"3729-4887","Haiti",,,,,,
"Debats Jeunes","DJ",,,"Wickenson Sylvain","# 10 Delmas 60, petion ville",,"753-4989","Haiti",,,,,,
"Comité de Gestion d'Eau Potable et d'Assainissement","COGEPAL",,,"Dalce Jean Rousseau","# 10 Delmas Petit Place Cazeau # 24",,"725-9369","Haiti",,,,,,
"Mouvement pour le Developpement de Pointe Sable les Iles Cayimites / Pestel","MODPSIC",,,"Cajoux Yderick","# 10 Grand-Anse, Pestel, Haiti",,,"Haiti",,,,,,
"organisation Jardin de l'Avenir","OJAVE",,,"Guillaume Jean-Louis / Président","# 10 Leuroug, Cité Soleil, Route neuve Haiti",,"3775-4917","Haiti",,,,,,
"Organisation des Paysans pour l'Avancement de Bainet et de Bigot","OPABB8",,,"Beauvoir Mary / Président","# 10 Rousseau 8eme section des Quangers",,"3868-3114","Haiti",,,,,,
"Rassemblement des Jeunes Patriotes Haitiens pour l'Education et le Developpement de la grand'Anse","EDGA",,,"Adras Andris","# 10 rue Independence Dme Marie Grande-Anse",,"3704-0671","Haiti",,,,,,
"Societé d'Union Polyvalente de Construction Moderne","SOPUCOM-SUD",,,"Pierre Odney Nordeus","# 10, rue Chataudin/ Cayes",,"3485-8956","Haiti",,,,,,
"Association des Jeunes Réunis pour le Developpement de Plateau Central","AJRDPC",,,"Pierre Juna","# 10, rue du Siloé, Cherival, Hinche",,"452-8495","Haiti",,,,,,
"Institut de Promotion d'Education des Droits et Libertés","IPEDEL-SUD",,,"Macene Philippe Dit Ebellio","# 10, rue Toussaint Louverture/Cayes",,"703-3097","Haiti",,,,,,
"Aide Volontaire Independante","VIA",,,"Sanon Thony","# 103, rue saint Honoré",,"3842-3765","Haiti","Other",,,,,
"Sud en Action","SUA",,,"Julneus Diesnel","# 107, BLV 4 chemins à l'étage",,"3918-1752","Haiti",,,,,,
"Organisation des Jeunes pour le Progrès et le Developpement Collectif","OJPRODEC",,,"Etienne Loupy","# 11 Avenue N Prolongée , rue St. Louis",,,"Haiti",,,,,,
"La Genèse de l'Evolution Haitienne","GEH",,,"Frantz Jean Toussaint","# 11 delmas 66",,"451-6841","Haiti",,,,,,
"Mains d'Appui aux Enfants Défavorisés d'Haiti","MAREDH",,,"Man Eddy Joseph","# 11, 1ere ruelle Jean Price Mars, rue Sylvio Cator et Ave Martin Luther King",,"557-8703","Haiti","Children & Youth",,,,,
"Club Alternative des Jeunes Intellectuels pour le developpment d'Haiti","CLUB-ALJIDH",,,"Déralis Panel","# 11, rue Béthel, village, Montpelier, Delmas 33",,"3848-9613","Haiti","Education",,,,,
"Action Concertée pour l'Avancement dela Grande-Anse","ACAGA",,,"Semervil Junet","# 11, rue Geffrard, Dame Marie",,"3836-8312","Haiti","Other",,,,,
"Coordanation regionals des Organisations du Departement de l'Artibonite","CRODA",,,"Jean Mulet Philippe","# 110, impasse Paul Eugène Magloire, Decahos, Gonaives",,,"Haiti",,,,,,
"Oganizasyon Kretyen k'Ap Lite pou Devlopman","OKLD-SUD",,,"Polinice Emmanuel","# 113, blv 4 Chemins Cayes",,,"Haiti",,,,,,
"Initiative des Jeunes Haitiens pour la Promotion Sociale","IJHPS",,,"Rosemond Jn Marcel","# 116 imp. Eddy Prol. Carrefour-Feuilles",,,"Haiti",,,,,,
"Association pour Combatre le VIH","ACVIH",,,"Simprix Dionadine","# 117, Ave Gaston Petit-Goave Haiti "" Bureau Regional Sud'Ouest""",,"287-0282","Haiti","Health",,,,,
"Hatiens Consequents Travaillant pour l'Education des Enfants","HCTEE",,,"Jeanty ludner","# 12 impasse Jean Mary, rue Tapage Blvd 15 Octobre",,"3462-2346","Haiti","Children & Youth",,,,,
"Association Evangelique pour un Ministère Complet","AEMC",,,"Frantz Jean","# 12, rue bien-Aimé ave Monseigneur G. prolongée",,,"Haiti","Arts & Culture",,,,,
"Groupe de Reflexion et d'Action Communautaire du sud","GRAC-SUD",,,"Jean Robert Gay","# 12, rue du Centre, Bereaud-Torbeck",,"721-0933","Haiti",,,,,,
"Action Citoyenne pour la Protection de l'Environnement du Sud","ACPRESUD",,,"Brionne Jean Rémuce","# 123, rte de Lumière, Charpentier",,,"Haiti","Environment",,,,,
"Organisation des Entrepreneurs pour le Decveloppement","OEDS",,,"Fleurant Fleumaud Allende","# 124, rue Toussaint Louverture/Cayes",,"3611-3716","Haiti",,,,,,
"Organisation et Developpement","OD",,,"Delerme Joseph","# 127, rue Bonne Esperence, Saint Michel de L'Attalaye",,"405-9460","Haiti",,,,,,
"Support aux Enfants pour une Nouvelle Haiti","SENHA",,,"Fanord Emile","# 129, Thor, Carrefour",,"3755-7175","Haiti","Children & Youth",,,,,
"Organisation Nationale pour la Protection de l'Ecologie et la'Agriculture","ONPEA",,,"Antoine Garie","# 13 Clercine Port-au-Prince",,,"Haiti","Agriculture",,,,,
"Organisation Nouvelle Vision d'Amenagement Ecologique du Haut Morne l'Hopital","ONVAEHMH",,,"Beneche Marseille","# 13 route de Boutillier Prolongée",,"448-0033","Haiti",,,,,,
"Club de Football Mineur des Cayes","CFMC-SUD",,,"Constant Pashley","# 13, rue Nicolas Géffrard",,,"Haiti","Children & Youth",,,,,
"Vision pour le Developpement Economique de Carrefour","VIDEC",,,"Joseph Wendy","# 130 rue Sapotille Prol. Carrefour",,"417-3115","Haiti",,,,,,
"centre de Sagesse la Victoire","CSA",,,"Bien-Aimé Jonathan","# 132 rue Saintété, Lavictoire",,,"Haiti",,,,,,
"Union des Citoyens pour le Progrès","UCP-SUD'EST",,,"Telemaque Jacques","# 138, Grand rue Felse Peredo Marigot",,"3746-4681","Haiti",,,,,,
"Action Communautaire pour le Developpement Integré de la Paysannerie haitienne","ACODIPHA",,,"Marie Kathelie Luc","# 14 imp. Albin, Pelerin 5, rte de Kenscoff",,"3466-8917","Haiti","Economic Development",,,,,
"Organisation des Jeunes Reformés pour le Developpement Moderne des Paysans de la Plaine","OJRDMPP",,,"St.Juste Bernite","# 14 Shada imp Desulmé",,"416-4706","Haiti",,,,,,
"Association des Professionnels de l'Education d'Haiti","ANAPEH-SUD",,,"Mathieu Duqueres","# 14, Rue Duvivier Helle/cayes",,"3460-9850","Haiti",,,,,,
"Centre d'Acueil et de Rehabilitation des Enfants Demunis","CARED-HAITI",,,"Marcellus Wildclef","# 140 Douette, route nationale # , Artibonite",,,"Haiti","Children & Youth",,,,,
"Centre de Recueillement pour l'Education des Enfants Demunis","CREEDEM",,,"Petit-Homme Louis-Sénat","# 144 de la rue Emais, Bertin Carrefour",,,"Haiti","Children & Youth",,,,,
"Organisation Feminine pour le Developpement de la Femme","OFDF",,,"Victor Vasty","# 146 Ang. Ave Christophe et rue Cameau P-au-P",,"512-0674","Haiti",,,,,,
"Ulien's Organization of Haiti /Organisation Ulien d'Haiti","UOH",,,"Ulien Natanel","# 146, rue Louverture, Petion-ville",,"3920-4558","Haiti",,,,,,
"comité Initiative Citoyenne de la 3eme Setion Aguaché à coude Rive -Droite","CICARD/CENTRE",,,"Childerick Placide","# 15 B. Tonnerre",,,"Haiti",,,,,,
"Organisation Communautaire pour le Developpement de Marmont","OCODEM/CENTRE",,,"Jean Claude Gerome","# 15 rue Boisrond Tonnerre",,"277-0452","Haiti",,,,,,
"Mouvement d'Action pour le Developpement Bien-Etre des Opprimés","MABO",,,"Pierrot Yves Seuldieu","# 15 rue Collette Delmas 105, rte de Frère",,"3481-8455","Haiti",,,,,,
"Association Islamique pour le Developpement","AID",,,"Dameus Darius","# 15, 2eme, Rue Jeune, Delmas 19 P-au-Prince Haiti",,,"Haiti",,,,,,
"Reseau des Femmes Actives pour le Developpement et l'Integration Sociale","RFADIS",,,"Yvelore Pigeot","# 15, impasse Pierre-Louis",,,"Haiti","Children & Youth",,,,,
"Mouvement pour la Defense des Droits de la Femme","MODDEF-SUD",,,"Mercier Mariada","# 15, rue de l'Union/ Cayes",,"3442-5080","Haiti","Women's Programs",,,,,
"Fondation Haitienne pour la Rehabilisation des Defavorisés","FHARED",,,"Gérard Valentin","# 15, Santo 48",,,"Haiti",,,,,,
"Mouvement Organisattionnel Haitien pour le Developpement Socio-Economique d'Haiti","MOHDSEH",,,"Thermitice Rodolphe","# 150, RUE Stenio Vincent, Gros-Morne",,,"Haiti","__________",,,,,
"Association des Jeunes Sudistes pour le Developpement","AJSD/SUD",,,"Daphny Emile","# 158, Simon Bolivard",,"286-9276","Haiti",,,,,,
"Organisation Tête Enssemble de Bas Cité Chauvel","OTEBCC",,,"Jeancilien Aristile","# 16 rue Boukman, Bas Cité Chauvel",,,"Haiti",,,,,,
"Organisation des Femmes pour l'Humanité de Chantal","OFHC",,,"Mme Cherestal Marie Venette","# 16, Rue Capois/ Centre-Ville de Chantal",,,"Haiti","Women's Programs",,,,,
"Association des Commerçants et Entrepreneurs de Gors -Mornes","ACEG",,,"_________________","# 160,rue Stenio Vincent, Gros-Mornes",,,"Haiti",,,,,,
"Groupe Integré d'Action pour le Progrès et le Developpement Durable d'Haiti","GIAPDDH",,,"Henry Robert Paul","# 161, rue Christophe",,"777-9464","Haiti",,,,,,
"Groupe Combattant pour Christ pour l'Evangelisation et pour le Developpement","GCED",,,"Valende","# 162 A ruelle Valbrun, Cité Chauve, Cap-Haitien",,"641-5444","Haiti","Arts & Culture",,,,,
"Entreprenatriat et Developpement Social","EDS",,,"Patrick Almonsor","# 168 rue 4.5 A",,,"Haiti",,,,,,
"Oganizasyon Fanm Vanyan Dayiti","OFAVAD/NORD",,,"Tercin Eveline","# 17 1 rue 23 I, Cap-Haitien",,"762-3040","Haiti","Women's Programs",,,,,
"Organisation des Citoyens Progressistes pour le Developpement","OCPDB-GRAND'ANSE",,,"Sarah Jean Herson","# 17 Berquier",,,"Haiti",,,,,,
"Groupe Vert","GVERT",,,"Desir Maxène","# 17, rue des Pucelles, Bel-Air",,"460-1200","Haiti",,,,,,
"Syndicat du Ministère de la Jeunesse, des Youth Programs et de l'Action Civique","SMJSAC",,,"Joseph Anonce Jaen Baptiste","# 17, rue Pacot et Garoute, P-au-P",,"2245-3075","Haiti",,,,,,
"Coordination des Organisations Sociales pour le Developpement Rural de St Louis du Sud","COSDERSLS-SUD",,,"Dorfeuille Claude","# 172,rue Chantre à l'étage/St Louis du Sud",,"723-7641","Haiti",,,,,,
"Mouvman Fanm Sektè Pwogresis","MOFAPWO",,,"Exantus Rachelle","# 175, rue de l'Enterrement",,"3815-3967","Haiti","Women's Programs",,,,,
"Mouvement Social pour le Progrès et le Developpement Durable","MOSPDED",,,"Jean Pierre Franck","# 18 route de Clercine, Delmas 33",,"3707-5789","Haiti",,,,,,
"Regroupement des Jeunes Intellectuels pour le Developpement","REJIDH",,,"Ernest Borgelain","# 18 rue 4, Pacot, Port-au-Prince bloc avenue Christophe",,"453-7283","Haiti",,,,,,
"Action des Jeunes pour un Renouveau Socio-Culturel et Educatif","AJERSCE",,,"Bissainthe Sergo Stephen","# 18, ruelle Mon Premier, Lizon Bon-Repos, Plaine du Cul-de- Sac",,,"Haiti","Education",,,,,
"Association des Familles Chretiennes pour une Education Nouvelle/Haiti","AFCEN-HAITI",,,"Nadege Pierrot","# 180, rue Toussaint Lourverture, Hinche",,"561-3517","Haiti","Education",,,,,
"Association des Jeunes de Nord Alexis pour le Developpement Socio-Culturel","AJNDSO",,,"Charles Alain","# 183, Ave Poupelard, AnglePoupelard et Nord Alexis",,,"Haiti",,,,,,
"Association des Volontariats pour l'Epanouissement Communautaire","AVEC",,,"Antoine Chyler","# 19 Morne Lazare rue C. Mayard et Maurepas Petion-ville",,"416-9312","Haiti",,,,,,
"Groupe d'Execution pour le Developpement Communautaire","GRETEDE",,,"dDelmas Guinel","# 191, ave Barrangrilla, Jacmel, Haiti",,,"Haiti",,,,,,
"Union des pour le Developpement de Savanne du Bois","UJASB-SUD'EST",,,"Garraud Bernier","# 2 Aquart, Marigot-Peredo",,"3707-2435","Haiti",,,,,,
"Organisation Socio-Culturelle, Educative pour le developpement Integré","OSCEDI",,,"_____________","# 2 Martissant 5",,"487-8567","Haiti","___________",,,,,
"Centre pour la Promotion des Droits Humains et de la Democratie en Haiti","CEPRODH",,,"Jean Gardy Theodore","# 2, 2eme ruelle Wilson, Pacot Haiti, Renouvellement",,"791-0721","Haiti","Human Rights",,,,,
"Organisation d'Assistance Socio-Culturelle et d Formation","OASCF",,,"Augustin Lisette","# 20 bis Thor 65 Prol., Carrefour",,"502-3635","Haiti",,,,,,
"Association desSecteurs  Professionnels d'Haiti","ASPH",,,"Michel Jonas","# 20 delmas 31 rue B Marlois imp Epinard",,,"Haiti",,,,,,
"Comité d'Initiative pour le Developpement du Village Solidarité et ses Environs","CIDEVISE",,,"Dorilien Jean Rody","# 20 rue 3, Village Sollidarité BLVD Toussaint Louverture",,"425-3524","Haiti",,,,,,
"Institut Mobile d'education Démocratique","IMED",,,"Kettly julien","# 21 Bois Patate, Canapé-Vert",,,"Haiti",,,,,,
"Association des Jeunes Entrepreneurs Professionels","AJEP",,,"coquillon Elisé","# 21 rue Marguerites( Turgeau)",,,"Haiti",,,,,,
"Organisation Vision pour le Developpement Platon","OVDP/G",,,"Vilser Popo","# 22 Platon",,"284-6289","Haiti",,,,,,
"Action des Pasteurs pour Aider Pauvres d'Haiti","APAEPH",,,"Olivier Yvon","# 22, Bon repos, Lathan, rue Leraud",,"3930-5033","Haiti","Children & Youth",,,,,
"Action contre le désespoir","ACDE",,,"Petit-Frère Johny","# 22, Delmas 20",,"492-8570","Haiti","Other",,,,,
"Ligue d'Halterophilie de Body Building et de Power-lifting des Cayes","LHBPC-SUD",,,"Mentor Stanley","# 22, rue du quai",,"747-5101","Haiti","Children & Youth",,,,,
"Plan d'Appui aux Enfants Defavorisés","PAED",,,"Isabelle Brignolle","# 22, Village Solidarité",,,"Haiti","Children & Youth",,,,,
"Initiative des Citoyens Organisés pour le Developpement Communautaire de Pestel","ICODC PESTEL",,,"Francol Jean-Baptiste","# 224, Hérase",,"413-5353","Haiti",,,,,,
"Coopération des Paysans du Sud-Est pour le Developpment Rural","CPSDR",,,"Bouciquot Janvier","# 23, la Voute( Vallée de Jacmel)",,"748-4307","Haiti",,,,,,
"Tour Sud","TS",,,"Joseph Guilberto","# 23, rue Nicolas Geffrard/ Cayes",,"470-5748","Haiti","Economic Development",,,,,
"Rassemblement des Jeunes pour le Progrès Socio-Culturelle de la Plaine du Nord","RJPSCP",,,"Fleurant Saintilus","# 24 rue calvaire, Plaine du Nord",,,"Haiti","Arts & Culture",,,,,
"Organisation pour le Developpement Communautaire de Thomassique","ODECT/CENTRE",,,"Dumal Deralus","# 25 de la rue Terrasse prolongée Thomazeau, Haiti",,"3696-4333","Haiti",,,,,,
"Groupe Solidarité et de Developpement","SOLIDE",,,"Laurient Merien","# 25 rue Manigat Mart. 21 ""Renouvellement""",,,"Haiti",,,,,,
"Ministere des Messagers de l'Espoir","MME/SUD",,,"Bazelais Pierre / Directeur Gle","# 25, Charpentier",,"3658-5727","Haiti",,,,,,
"Aider, Comprendre, Enseigner les Haitiens / Helping, Understanding and Teaching Haitians","HO/SUD",,,"Jean Claude Josephe / Directeur Adm.","# 25, Charpentier",,"3658-5727","Haiti","Education",,,,,
"Association des personnes inffectees et affectees par  le VIH-SIDA","APIA-V/S",,,"Joel Sainton 3709-6181, Bernard Berthony  3824-8163, Lynda François     3442-1227","# 26 b,rue pompée thor 65",,"3709-6181",,"Health",,,,,
"Jeunesse en Action/Vision","JAVISION/SUD",,,"Molita Denis","# 26 Dexia, Les cayres",,"485-2763","Haiti",,,,,,
"Cellule de Reflexion et d'Intégration","CRI",,,"Beauplan Steven","# 26 Haut du Fort",,"3704-7595","Haiti",,,,,,
"Asosyasyon pou Pwomosyon Agrikilti Buyologik","APAB",,,"Patrick Bien-Aimé","# 26 Rte Nle # 1 après Carrefour Torcel Tabarre",,"278-3656","Haiti","Agriculture",,,,,
"Groupe de Recherche, d'Action et d'Intervention Socio Economique","GRAISE",,,"Auguste D'Meza","# 26, Delmas 29",,"3454-3295","Haiti",,,,,,
"Groupement des Notables de Cité Soleil","RENODECIS",,,"Allard Presner","# 26, rue Vilcain Projet Drouillard",,"675-8320","Haiti",,,,,,
"Rassemblement National des Femmes Leaders d'Haiti","RANAFLEH",,,"Marie Florence Noël / Coord Nationale","# 27 impasseTropical, Clercine 2",,,"Haiti","Women's Programs",,,,,
"Groupe des Etudiants de Travail Social pour la Promotion des Approches Alternatives","GESTPAA",,,"_________________","# 27, ruelle Roy",,"630-0142","Haiti","Education",,,,,
"Association Touristique du Sud'Est d'Haiti","ATSEH",,,"Mirlande Charles","# 28, Ave Barranquilla-Jacmel "" Renouvellement""",,,"Haiti",,,,,,
"Communauté de Soutien Socio-Spituel des Familles","COSSSFA",,,"Rev. Moézile Ido","# 28, Rue Immaculé prolongé Mariani",,"429-1106","Haiti",,,,,,
"Batissons l'Unité pour les Démunis","BUD/HAITI",,,"Dorvilien Eliphète","# 29 delmas 18, imp. Candio 2",,"3469-1934","Haiti","Other",,,,,
"Oganizasyon Health Popilè","OSAPO",,,"Guidner Bien-Aimé","# 3 de la Rue 2 au Village de l'Amitié",,,"Haiti","Health",,,,,
"Organisation Haitienne Jeunesse Haitienne Unissons-nous pour le Developpement du Pays","JHVDP",,,"Donais Prisca","# 3 Entrée Grand-seminaitre",,,"Haiti",,,,,,
"Comibite Sociale pour l'Encadrement des Démunis","COSED",,,"Mme Delinos Mie Mirtha D","# 3 imp. Par la Foi, Delmas 33",,,"Haiti",,,,,,
"Organisation Humanitaire pour l'Epanouissement des Communautés Haitiennes","ORHECH",,,"Danois Olaff","# 3 Mon repos 42 Carrefour, Haiti",,"510-5095","Haiti",,,,,,
"Association Haitienne pour le Developpement, l'Education et l'Epanouissement des Jeunes","AHDEES",,,"______________","# 3 rue d'Ennery, Port-au-Prince",,,"Haiti",,,,,,
"Organisation des Marchands Infor du Marché Hypolite","OMIMH",,,"Jacques F. Toussaint","# 3 rue du Quai, Marché Hyppolite",,"763-1560","Haiti",,,,,,
"Femmes en Association Sociale pour le Developpement d'Haiti et le Renforcement de l'Integration Sociale","FADRHIS",,,"Sehella St. Fort","# 3, pacot, rue des Collines, impasse Abricot/ 113 route des Dalles",,,"Haiti","Women's Programs",,,,,
"Union des Amis Socio-Culture d'Action en Developpment","UNASCAD",,,"Lucien Hubert","# 3, rue du Foyer, Delmas 3",,"797-3210","Haiti",,,,,,
"Zelle Initial pour une Note Intarissable aux Gens","ZINING",,,"Dasse Josel Damélo","# 3, rue Duvivier Hall/Cayes",,,"Haiti",,,,,,
"Vision Misionnaire pour la Propagation de l'Evangelique","VMPE",,,"Pierre Genor Louizaire","# 3, rue Toussaint Louverture et Rebeca, Petion-ville",,"415-9664","Haiti"," ",,,,,
"Organisation Social Progressiste pour le Developpement de la Cité Renaud","OSPDCR",,,"François Clodius","# 30 Renaud 1 Cité Renaud entrée Village Solidarité",,,"Haiti",,,,,,
"Groupe de Reflexion sur l'Avenir des Jeunes","GRAJ",,,"Jean Jeremie","# 30 rue de la Comedie Jacmel Haiti",,"791-8079","Haiti",,,,,,
"Association de Developpement au Secours et à l'Evangelisation des Démunis","ADSED",,,"St Juste Luc Francillon","# 30 Waney 93, Carrefour",,"3757-4659","Haiti","Other",,,,,
"Association des Groupes Evangeliques de l'Eglise du Dieu Vivant","AGREEDIV",,,"Dory Jean Renel","# 30, Rochasse",,,"Haiti",,,,,,
"Organisation pour le Développement et la Solidarité de la Commune de l'Anse d'Hainault","ODESCAH",,,"Louis Charles William","# 30, rue Capois",,"3707-8142","Haiti",,,,,,
"Promotion Educative et Educative pour le Developpement ? D'Haiti","PEADPH",,,"Laccy Famill","# 30, rue Nabussan, Avenue, Mais Gâté 12",,,"Haiti","Education",,,,,
"Zakat - Zanfan","ZAZ",,,"Jean Baptiste Jean Philippe","# 321, rue Diremasse P-au-P, Haiti",,"3450-3010","Haiti","Children & Youth",,,,,
"Association Flamme Divine Parole et Action","AFDPA",,,"Lauranie Métélus Henry","# 3266, Arcachon 34,prolongée, Carrefour",,"3499-9991","Haiti",,,,,,
"Association Nationale de Juristes","ANAJ",,,"Jean Joseph Exumé","# 33 de la rue Villemenay, au Bois Vernas",,"3701-6644","Haiti","Human Rights",,,,,
"Action des Jeunes Etudiants et Un iversitaires pour la Reconstruction et l'Avancement d'Haiti","AJEURAH",,,"_______________","# 33, rue Chavannes, Port-au-Prince",,,"Haiti","Children & Youth",,,,,
"Organisation pour le Developpement, la Santé et l'Education","ODSE",,,"Jean Baptiste Jocelyne","# 34 ruelle Rivière",,"3930-6040","Haiti",,,,,,
"Coordination pour la Solidarité Organisationnelle en Appui Technique pour l'Epanouissement Economique et Social","SOCIETAS",,,"Jean Ony Celestin","# 35 bis, rue de la reunion",,"3750-3878","Haiti",,,,,,
